,Unnamed: 0,plant_name,links,required_space,when_to_plant,min_growing_time,max_growing_time,when_to_harvest,climate
72,72,Cosmos,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cosmos/,400,"2, 3, 4",120,180,"6, 7, 8",BSk
73,73,Cotton,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cotton/,0,"4, 5, 6",120,180,"8, 9, 10",BSk
74,74,Cranberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cranberries/,3600,"3, 4",150,240,"8, 9, 10, 11",BSk
75,75,Cress,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cress/,100,4,30,210,"5, 6, 9, 10, 11",BSk
76,76,Crimson Clover,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crimson-clover/,100,"3, 4, 8",60,270,"1, 2, 3, 6, 7, 11, 12",BSk
77,77,Crocus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crocus/,100,"9, 10, 11",180,150,"3, 4",BSk
78,78,Crowder Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crowder-peas/,525,"5, 6",60,150,"7, 8, 9, 10",BSk
79,79,Cucumber,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cucumber/,3600,"4, 5, 7, 8",120,180,"8, 9, 10",BSk
80,80,Cuphea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cuphea/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
81,81,Daffodil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daffodil/,150,"9, 10, 11",180,120,"3, 4, 5",BSk
82,82,Dahlia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dahlia/,3000,"4, 5",60,180,"6, 7, 8, 9, 10",BSk
83,83,Daylily,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daylily/,3000,"3, 4, 5, 6",120,180,"7, 8, 9",BSk
84,84,Dianthus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dianthus/,900,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",BSk
85,85,Dill,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dill/,375,"4, 5, 7, 8",60,180,"6, 7, 9, 10",BSk
86,86,Dusty Miller,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dusty-miller/,600,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",BSk
87,87,Echinacea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-echinacea/,1200,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
88,88,Edamame,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-edamame/,800,"5, 6",60,150,"7, 8, 9, 10",BSk
89,89,Eggplant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-eggplant/,1575,"2, 3, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
90,90,Endive,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-endive/,600,"3, 4, 5, 8",90,240,"6, 7, 10, 11",BSk
91,91,Fennel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fennel/,875,"3, 4, 5, 7, 8",120,240,"7, 8, 10, 11",BSk
92,92,Fennel (Herb),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herb-fennel/,1200,"2, 3, 4, 5, 6",60,240,"4, 5, 6, 7, 8, 9, 10",BSk
93,93,Fenugreek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fenugreek/,225,"5, 6",60,150,"7, 8, 9, 10",BSk
94,94,Feverfew,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-feverfew/,900,"3, 4, 5",90,120,"6, 7",BSk
95,95,Fig,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-figs/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
96,96,Fig (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-figs/,3600,"3, 4",120,210,"7, 8, 9, 10",BSk
97,97,Filbert,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-filberts/,0,"3, 4",150,210,"8, 9, 10",BSk
98,98,Fruit (Bush),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fruit-bushes/,8100,"2, 3, 4, 5",120,180,"6, 7, 8",BSk
99,99,Fruit (Dwarf Tree),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-fruit-trees/,0,"2, 3, 4, 5",120,240,"6, 7, 8, 9, 10",BSk
100,100,Fruit (Trellised),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-trellised-fruit/,8100,"2, 3, 4, 5",180,210,"8, 9",BSk
101,101,Gaillardia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gaillardia/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
102,102,Garlic,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic/,250,"10, 11, 12",120,0,"6, 7, 8, 9, 10",BSk
103,103,Gazania,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gazania/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
104,104,Geranium,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-geranium/,875,"4, 5, 6, 7",90,180,"7, 8, 9, 10",BSk
105,105,Ginger,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ginger/,2025,,0,0,,BSk
106,106,Gladiolus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gladiolus/,500,"4, 5, 6",90,120,"7, 8",BSk
107,107,Gomphrena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gomphrena/,600,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
108,108,Gooseberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gooseberry/,8100,"4, 5",90,120,"7, 8",BSk
109,109,Gourd,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gourds/,8100,"4, 5, 6",120,180,"8, 9, 10",BSk
110,110,Grape Vine,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-grapes/,0,"2, 3, 4, 5",180,240,"8, 9, 10",BSk
111,111,Gypsophila,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gypsophila/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
112,112,Hairy Vetch,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hairy-vetch/,100,"7, 8",180,120,"1, 2, 3",BSk
113,113,Hazel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hazel-nuts/,0,"3, 4",150,210,"8, 9, 10",BSk
114,114,Heliotrope,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-heliotrope/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
115,115,Herb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herbs/,375,"3, 4, 5, 6",120,180,"7, 8, 9",BSk
116,116,Honeyberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-honeyberry/,0,"4, 5",90,120,"7, 8",BSk
117,117,Hops,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hops/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
118,118,Horseradish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-horseradish/,1225,"5, 6",90,210,"8, 9, 10, 11, 12",BSk
119,119,Hyacinth,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hyacinth/,100,"9, 10, 11",150,120,"4, 5",BSk
120,120,Impatiens,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-impatiens/,600,"4, 5, 6",90,150,"7, 8, 9",BSk
121,121,Iris,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-iris/,700,"4, 5, 8, 9",30,60,"5, 6",BSk
122,122,Jerusalem Artichoke,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jerusalem-artichoke/,3600,"3, 4, 5",60,270,"1, 2, 10, 11, 12",BSk
123,123,Johnny Jump Up,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-johnny-jump-up/,225,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",BSk
124,124,Jostaberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jostaberries/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
125,125,Kale,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kale/,1575,"3, 4, 7, 8",90,240,"6, 7, 10, 11",BSk
126,126,Kiwi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kiwis/,0,"3, 4",150,210,"8, 9, 10",BSk
127,127,Kohlrabi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kohlrabi/,600,"3, 4, 7, 8",90,240,"6, 7, 10, 11",BSk
128,128,Lantana,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lantana/,875,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
129,129,Larkspur,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-larkspur/,900,"3, 4, 5",60,150,"5, 6, 7, 8",BSk
130,130,Lavatera,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavatera/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
131,131,Lavender,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavender/,1750,"3, 4, 5, 6",30,210,"4, 5, 6, 7, 8, 9, 10",BSk
132,132,Leek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leeks/,450,"2, 3, 4, 5, 7, 8",120,270,"6, 7, 8, 10, 11",BSk
133,133,Lemon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemons/,0,"3, 4",60,270,"1, 2, 9, 10, 11, 12",BSk
134,134,Lemon (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-lemons/,3600,"3, 4",60,270,"1, 2, 9, 10, 11, 12",BSk
135,135,Lemon Balm,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-balm/,3600,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
136,136,Lemon Verbena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-verbena/,1350,"4, 5, 6",30,180,"5, 6, 7, 8, 9, 10",BSk
137,137,Lemongrass,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemongrass/,5400,"5, 6",60,150,"7, 8, 9, 10",BSk
138,138,Lettuce (Crisphead),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lettuce/,600,"2, 3, 4, 8",90,240,"5, 6, 9, 10",BSk
139,139,Lettuce (Leaf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leaf-lettuce/,150,"2, 3, 4, 5, 8",90,240,"5, 6, 8, 9, 10",BSk
140,140,Lettuce (Miners),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-miners-lettuce/,100,"4, 5, 8",60,240,"6, 7, 10, 11, 12",BSk
141,141,Lily,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lily/,700,"4, 5, 9",90,120,"7, 8",BSk
142,142,Lime,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-limes/,0,"3, 4",60,270,"1, 2, 9, 10, 11, 12",BSk
143,143,Lime (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-limes/,3600,"3, 4",60,270,"1, 2, 9, 10, 11, 12",BSk
144,144,Lobelia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lobelia/,225,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",BSk
145,145,Loganberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-loganberries/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
146,146,Lovage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lovage/,3600,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
147,147,Mache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mache/,225,"2, 3, 4, 8",90,270,"5, 6, 10, 11",BSk
148,148,Marigold,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-marigolds/,400,"3, 5, 6, 7, 8",120,210,"7, 8, 9, 10",BSk
149,149,Marjoram,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-marjoram/,375,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",BSk
150,150,Medlar,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-medlars/,0,"3, 4",150,240,"8, 9, 10, 11",BSk
151,151,Melon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-melons/,8100,"4, 5, 6",120,180,"8, 9, 10",BSk
152,152,Mint,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mint/,375,"5, 6",60,150,"7, 8, 9, 10",BSk
153,153,Mizuna,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mizuna/,600,"4, 5, 8",60,210,"6, 7, 9, 10, 11",BSk
154,154,Monarda,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-monarda/,1500,"2, 3, 4, 5, 6",60,240,"4, 5, 6, 7, 8, 9, 10",BSk
155,155,Morning Glory,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-morning-glory/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
156,156,Muscari,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-muscari/,225,"9, 10, 11",180,150,"3, 4",BSk
157,157,Muskmelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-muskmelon/,8100,"4, 5, 6",120,180,"8, 9, 10",BSk
158,158,Mustard,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mustard/,225,"4, 5, 8",30,150,"5, 6, 8, 9",BSk
159,159,Nasturtium,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nasturtiums/,900,"4, 5",90,180,"7, 8, 9, 10",BSk
160,160,Nectarine (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-nectarine-trees/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
161,161,Nectarine (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nectarines/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
162,162,Nicotiana,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nicotiana/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
163,163,Nigella,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-nigella/,900,"4, 5, 6",90,180,"7, 8, 9, 10",BSk
164,164,Oats,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oats/,100,"3, 4, 7, 8",60,270,"1, 2, 6, 12",BSk
165,165,Okra,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-okra/,2700,"4, 5, 6",60,180,"6, 7, 8, 9, 10",BSk
166,166,Onion,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-onion/,200,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
167,167,Onion (Fall planted),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-planted-onions/,375,"8, 9",210,150,"1, 2, 3",BSk
168,168,Onions (Green),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-green-onions/,100,"2, 3, 4, 7, 8",120,270,"6, 7, 8, 9, 10, 11",BSk
169,169,Onions (Perennial),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-perennial-onions/,225,"3, 4, 7, 8",90,210,"6, 7, 8, 9, 10",BSk
170,170,Onions (Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-onions/,200,"2, 3, 4, 5, 6",90,240,"5, 6, 7, 8, 9, 10",BSk
171,171,Orange,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oranges/,0,"3, 4",60,270,"1, 2, 8, 9, 10, 11, 12",BSk
172,172,Orange (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-oranges/,3600,"3, 4",60,270,"1, 2, 8, 9, 10, 11, 12",BSk
173,173,Oregano,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oregano/,375,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",BSk
174,174,Osteospermum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-osteospermum/,900,"4, 5, 6",90,150,"7, 8, 9",BSk
175,175,Pansy ,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pansy-/,625,"3, 4, 5, 6, 7, 8",60,240,"5, 6, 7, 8, 9, 10, 11",BSk
176,176,Parsley,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsley/,250,"2, 3, 4, 5, 7",120,270,"6, 7, 8, 9, 10, 11",BSk
177,177,Parsnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsnip/,600,"4, 7, 8",120,240,"8, 10, 11, 12",BSk
178,178,Peach (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-peach-trees/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
179,179,Peach (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peaches/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
180,180,Peanut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peanuts/,875,"4, 5",150,180,"9, 10",BSk
181,181,Pear (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-pear-trees/,0,"3, 4",150,210,"8, 9, 10",BSk
182,182,Pear (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-pear-trees/,0,"3, 4",150,210,"8, 9, 10",BSk
183,183,Pear (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-pear-trees/,0,"3, 4",150,210,"8, 9, 10",BSk
184,184,Pear (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pears/,0,"3, 4",150,210,"8, 9, 10",BSk
185,185,Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peas/,200,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
186,186,Pecan,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pecans/,400,"3, 4",180,270,"9, 10, 11, 12",BSk
187,187,Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peppers/,1200,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
188,188,Persimmon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-persimmon-sharon-fruit/,0,"3, 4",150,240,"8, 9, 10, 11",BSk
189,189,Petunia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-petunia/,875,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
190,190,Phacelia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phacelia/,225,"4, 5, 7, 8",30,180,"5, 6, 7, 9, 10",BSk
191,191,Phlox (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phlox-annual/,225,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
192,192,Plum (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-plum-trees/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
193,193,Plum (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-plum-trees/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
194,194,Plum (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-plums/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
195,195,Poached Egg Plant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-poached-egg-plant/,100,"4, 5, 7, 8",30,180,"5, 6, 7, 9, 10",BSk
196,196,Pomegranate,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pomegranates/,0,"3, 4",120,210,"7, 8, 9, 10",BSk
197,197,Portulaca,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-portulaca/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
198,198,Potatoes (Early),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-early-potatoes/,1750,"4, 5",90,150,"7, 8, 9",BSk
199,199,Potatoes (Maincrop),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-potatoes/,2625,"4, 5, 6",120,180,"8, 9, 10",BSk
200,200,Pumpkin,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pumpkins/,8100,"5, 6",90,150,"8, 9, 10",BSk
201,201,Quinoa,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-quinoa/,4050,"4, 5",150,180,"9, 10",BSk
202,202,Radicchio,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radicchio/,600,"3, 4, 5, 8",90,240,"6, 7, 10, 11",BSk
203,203,Radish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radish/,200,"4, 5, 8",30,180,"5, 6, 9, 10",BSk
204,204,Raspberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-raspberries/,5400,"2, 3, 4, 5",120,270,"6, 7, 8, 9, 10, 11",BSk
205,205,Red Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-currant/,8100,"4, 5",90,120,"7, 8",BSk
206,206,Rhubarb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rhubarb/,8100,"2, 3, 4, 5",90,150,"5, 6, 7",BSk
207,207,Rose,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rose/,0,"4, 5, 6",60,210,"6, 7, 8, 9, 10, 11",BSk
208,208,Rosemary,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rosemary/,400,"5, 6",120,210,"1, 2, 7, 8, 9, 10, 11, 12",BSk
209,209,Rutabaga,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rutabaga/,800,"7, 8",60,120,"9, 10, 11",BSk
210,210,Rye (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-annual-rye/,100,"8, 9",210,120,"1, 2, 11, 12",BSk
211,211,Rye (Cereal),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cereal-rye/,100,"8, 9",210,120,"1, 2, 11, 12",BSk
212,212,Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sage/,1200,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",BSk
213,213,Salpiglossis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salpiglossis/,900,"4, 5, 6",90,180,"7, 8, 9, 10",BSk
214,214,Salvia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salvia/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
215,215,Scabiosa (Sweet),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scabiosa-sweet/,750,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
216,216,Scallions,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scallions/,100,"2, 3, 4, 6, 7, 8",120,270,"6, 7, 8, 9, 10, 11",BSk
217,217,Scarlet Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scarlet-sage-salvia/,900,"3, 4, 5",120,210,"7, 8, 9, 10",BSk
218,218,Scilla,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scilla/,100,"9, 10, 11",180,150,"3, 4",BSk
219,219,Shallots,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-shallots/,150,"2, 3, 4, 5",150,240,"7, 8, 9, 10",BSk
220,220,Snapdragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snapdragon/,900,"3, 4, 5",60,180,"5, 6, 7, 8, 9",BSk
221,221,Snowdrop,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snowdrop/,100,"9, 10, 11",180,150,"3, 4",BSk
222,222,Sorrel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sorrel/,900,"2, 3, 4, 5",60,240,"4, 5, 6, 7, 8, 9, 10",BSk
223,223,Soybeans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-soybeans/,225,"5, 6",60,150,"7, 8, 9, 10",BSk
224,224,Spinach,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spinach/,450,"3, 4, 8, 9",60,270,"1, 2, 6, 7, 10, 11, 12",BSk
225,225,Spinach (Malabar),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-malabar-spinach/,875,"5, 6",30,150,"6, 7, 8, 9, 10",BSk
226,226,Spinach (New Zealand),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-new-zealand-spinach/,2700,"4, 5, 6",30,150,"5, 6, 7, 8, 9",BSk
227,227,Squash (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-squash/,3600,"5, 6, 7",60,150,"7, 8, 9, 10",BSk
228,228,Squash (Winter),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-squash/,8100,"4, 5, 6",120,180,"8, 9, 10",BSk
229,229,Stevia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stevia/,1200,"4, 5, 6",60,180,"6, 7, 8, 9, 10",BSk
230,230,Stock,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stock/,900,"3, 4, 5",60,180,"5, 6, 7, 8, 9",BSk
231,231,Strawberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawberries/,2700,"4, 5",60,120,"6, 7, 8",BSk
232,232,Strawflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawflower/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",BSk
233,233,Sunflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sunflowers/,900,"4, 5, 6",60,180,"6, 7, 8, 9, 10",BSk
234,234,Sweet Pea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-pea/,400,"3, 4, 5",90,180,"6, 7, 8, 9",BSk
235,235,Sweet Potato,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-potatoes/,2700,"5, 6",120,150,"9, 10",BSk
236,236,Swiss Chard,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-swiss-chard/,1200,"3, 4, 5, 8",120,240,"7, 8, 9, 10, 11",BSk
237,237,Tansy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tansy/,3600,"4, 5, 6",60,180,"6, 7, 8, 9, 10",BSk
238,238,Tarragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tarragon/,2000,"4, 5, 6",30,180,"5, 6, 7, 8, 9, 10",BSk
239,239,Tatsoi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tatsoi/,400,"3, 4, 8",60,210,"5, 6, 8, 9, 10",BSk
240,240,Thyme,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-thyme/,1200,"5, 6",60,180,"7, 8, 9, 10, 11",BSk
